GameId,PlayerId,Winning,Status
0f01f140-04ef-4dd9-a951-973a08843b77,player1,10.0,COMPLETED
e2e3da72-c7d5-4c3b-99cf-71beb9737355,player1,1.0,COMPLETED
13df4b1f-b8aa-43e0-8cb7-85ec6fcb6e44,player1,10.0,COMPLETED
76bb4e50-a25f-4553-a093-177876b01df6,player1,13.0,PENDING_GAMBLE
2afda96f-2cc9-44d6-9100-7f22a32d9da5,player1,0.0,COMPLETED
998b0b6d-6a8b-4f10-802d-e11d82a32f23,player1,8.0,COMPLETED
14a98a6a-3297-458b-8e37-8f00f796733c,player1,19.0,PENDING_GAMBLE
e28c6f6d-7e73-4ab6-a923-cb66a68ee5f9,player1,16.0,PENDING_GAMBLE
26dba8a1-f308-4e87-91fc-8d2b95a03547,player1,11.0,PENDING_GAMBLE
3fc8255b-d88a-4864-bcec-8b4cdb108d34,player1,10.0,PENDING_GAMBLE
4dee98c8-ed6e-4e8c-8d2d-966003fba500,player1,12.8,PENDING_GAMBLE
329ae73f-ff80-4d69-a1e6-4d19b0ba5c54,player1,0.0,COMPLETED
8c11a987-e3fd-4e76-a6cb-c192684a3d6b,player1,60.0,COMPLETED
d60e2db1-1c0e-4911-a987-41c476bdbca6,player1,10.0,COMPLETED
f13792d1-c749-4988-b8f6-314ce0952171,player1,180.0,COMPLETED
2f5a9c85-fccc-4a0b-b056-ad6711c80209,player1,53.3,PENDING_GAMBLE
92f58acc-6f4f-4e7d-a277-1bdd4326d436,player1,28.699999999999996,PENDING_GAMBLE
ddc23a5d-3e86-4317-a873-bf3b1d8e6c12,player1,24.599999999999998,COMPLETED
65ea42d4-ff08-4a0d-955f-ecd45dd5b3b6,player1,0.0,COMPLETED
fe0da5d9-d18e-4a53-a486-f1152fcea7f8,player1,45.1,PENDING_GAMBLE
29ed7924-7897-4d6c-90aa-dc7a909b7551,player1,8.2,PENDING_GAMBLE
c4c4d97a-a0c9-4fbb-b268-9992dd1d83f8,player1,0.0,COMPLETED
209fc714-de93-4941-ab43-ed5f16607b12,player1,41.0,COMPLETED
d1ae6d91-d2d4-4b55-b656-a63168c87161,player1,24.6,PENDING_GAMBLE
